video_id,influencer,platform,main_topic,content_type,content_format,nj_relevance_score,local_vs_universal,tone,target_audience,production_quality,originality_score,analysis_confidence
3730943710948386483,Keri Fay,instagram,New Jersey lifestyle and fashion,lifestyle,vlog,0.9,regional,inspirational,Young professional women in the NJ/NYC tri-state area,professional,0.7,0.2
3732552402844209632,Keri Fay,instagram,Fashion and Lifestyle content,lifestyle,vlog,0.7,regional,inspirational,Fashion-conscious women and NJ residents interested in lifestyle content,high,0.6,0.3
3733869329138985639,Keri Fay,instagram,Fashion and lifestyle aesthetics,lifestyle,montage,0.6,regional,inspirational,Young professional women in the NJ/NYC area interested in fashion and beauty,high,0.5,0.1
3734632163003212282,Keri Fay,instagram,Fashion and lifestyle aesthetics,lifestyle,other,0.8,regional,casual,Young professionals and women interested in fashion/beauty in the NJ/NYC area,high,0.6,0.2
3736081161564111195,Keri Fay,instagram,Fashion and lifestyle curation,lifestyle,vlog,0.7,regional,inspirational,Fashion-conscious women and NJ/NYC residents interested in lifestyle content,high,0.6,0.4
3736926362884784561,Keri Fay,instagram,Fashion and aesthetic lifestyle,lifestyle,montage,0.7,regional,inspirational,Young professional women in the New Jersey and New York City metropolitan area interested in fashion and elevated living.,high,0.6,0.5
3738225398913043937,Keri Fay,instagram,Insufficient data for analysis,other,other,0.0,universal,informative,N/A,low,0.0,0.1
3738961591330025128,Keri Fay,instagram,Insufficient data for analysis,other,other,0.0,universal,informative,General social media users,low,0.0,0.1
3739669529766019760,Keri Fay,instagram,Luxury fashion and lifestyle,lifestyle,montage,0.7,regional,inspirational,Millennial and Gen Z women in the NJ/NYC tri-state area interested in luxury fashion,high,0.6,0.4
3740370884788923033,Keri Fay,instagram,Fashion and luxury lifestyle,lifestyle,montage,0.7,regional,inspirational,Young professional women in the New Jersey/NYC area interested in fashion and lifestyle,high,0.5,0.2
3741079824665296806,Keri Fay,instagram,Fashion and lifestyle aesthetics,lifestyle,vlog,0.7,regional,inspirational,Young professional women and fashion enthusiasts in the New Jersey/New York metropolitan area,high,0.6,0.3
3741259697945995251,Keri Fay,instagram,Fashion and lifestyle aesthetics,lifestyle,montage,0.8,regional,inspirational,Young professional women in the NJ/NYC metro area interested in fashion and luxury lifestyle,high,0.5,0.5
3742739490055279435,Keri Fay,instagram,Insufficient data for analysis,lifestyle,other,0.1,universal,casual,Fashion and lifestyle enthusiasts,high,0.0,0.1
3743997871700986485,Keri Fay,instagram,Lifestyle and fashion inspiration,lifestyle,vlog,0.8,regional,casual,Millennial women and mothers in the New Jersey/Tri-state area,high,0.5,0.2
3744962727211962238,Keri Fay,instagram,Insufficient data for analysis,other,other,0.0,universal,casual,General social media users,low,0.0,0.1
3747666055100398454,Keri Fay,instagram,Fashion and lifestyle content,lifestyle,vlog,0.8,regional,casual,Millennial and Gen Z women interested in NJ/NYC fashion and lifestyle,high,0.6,0.5
3748381395484856887,Keri Fay,instagram,Fashion and lifestyle trends,lifestyle,montage,0.8,regional,casual,Young women in the New Jersey and New York metropolitan area interested in fashion and aesthetics.,high,0.6,0.4
3749843305329750851,Keri Fay,instagram,Fashion and beauty lifestyle,lifestyle,vlog,0.4,regional,inspirational,Young professional women in the NJ/NYC tri-state area interested in fashion and beauty,high,0.6,0.5
3750557754382528635,Keri Fay,instagram,Fashion and lifestyle styling,lifestyle,montage,0.6,regional,inspirational,"Millennial and Gen Z women interested in fashion, beauty, and suburban/urban lifestyle in the Tri-state area.",high,0.5,0.3
3751304816699037490,Keri Fay,instagram,Insufficient data for analysis,other,other,0.0,universal,informative,General social media users,low,0.0,0.0
3752927945439488163,Keri Fay,instagram,Fashion and lifestyle aesthetics,lifestyle,montage,0.6,universal,inspirational,Millennial and Gen Z women interested in high-end fashion and urban New Jersey living,high,0.5,0.3
3754166891175635652,Keri Fay,instagram,Fashion and Lifestyle Content,lifestyle,vlog,0.4,universal,casual,"Young adults interested in fashion, beauty trends, and influencer lifestyle",high,0.5,0.3
3754964133448912260,Keri Fay,instagram,Fashion and lifestyle content,lifestyle,vlog,0.5,regional,inspirational,Young professionals and fashion enthusiasts in the NJ/NYC area,high,0.6,0.2
3757818735814946324,Keri Fay,instagram,Fashion and lifestyle aesthetics,lifestyle,montage,0.85,regional,inspirational,Millennial and Gen Z women living in or commuting to North Jersey and NYC,high,0.6,0.4
3758527141110543450,Keri Fay,instagram,Fashion and lifestyle aesthetics,lifestyle,vlog,0.6,regional,inspirational,"Women interested in fashion, beauty, and suburban luxury lifestyle in the NJ/NYC area",high,0.5,0.4
3759288914797297575,Keri Fay,instagram,Fashion and lifestyle aesthetics,lifestyle,montage,0.7,regional,inspirational,Young professional women in the Tri-state area interested in fashion and beauty,high,0.5,0.4
3760720667537725007,Keri Fay,instagram,Fashion and lifestyle aesthetics,lifestyle,montage,0.6,regional,inspirational,Fashion-conscious women in the NJ/NYC tri-state area,high,0.5,0.4
3761592367423083945,Keri Fay,instagram,North Jersey lifestyle and fashion,lifestyle,vlog,0.8,regional,casual,Millennial and Gen Z women interested in fashion and the NY/NJ metropolitan lifestyle,high,0.5,0.2
3762914736464619103,Keri Fay,instagram,Fashion and lifestyle aesthetics,lifestyle,montage,0.6,regional,inspirational,Fashion-conscious women primarily in the New Jersey and New York metropolitan area,high,0.7,0.8
3763606931874127065,Keri Fay,instagram,Fashion and urban lifestyle,lifestyle,montage,0.8,regional,inspirational,Young professionals and fashion enthusiasts in the New Jersey and New York City area,high,0.5,0.2
3764555870630609557,Keri Fay,instagram,Fashion and lifestyle aesthetics,lifestyle,montage,0.8,regional,inspirational,Young professional women and fashion enthusiasts in the New Jersey/New York metropolitan area,high,0.6,0.7
3765055205046904350,Keri Fay,instagram,Fashion and Lifestyle Content,lifestyle,vlog,0.4,regional,casual,Young professionals and fashion enthusiasts in the NJ/NYC metropolitan area,high,0.6,0.5
3765769347999352970,Keri Fay,instagram,NJ Fashion and Lifestyle,lifestyle,montage,0.9,regional,inspirational,Millennial and Gen Z women interested in fashion and life in the NJ/NYC area,high,0.6,0.3
3768006934138881931,Keri Fay,instagram,Insufficient data for analysis,lifestyle,other,0.1,universal,casual,General social media users,medium,0.0,0.1
3769604455193783490,Keri Fay,instagram,Fashion and lifestyle aesthetic,lifestyle,other,0.7,regional,casual,Young women and fashion enthusiasts in the New Jersey/New York metropolitan area,high,0.5,0.2
3770867234290685909,Keri Fay,instagram,Fashion and lifestyle aesthetic,lifestyle,vlog,0.7,regional,casual,Young professional women in North Jersey and New York City interested in fashion and lifestyle content.,high,0.5,0.2
3354834617859165017,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City lifestyle and culture,lifestyle,vlog,1.0,local,inspirational,"Jersey City residents, Hudson County commuters, and North Jersey food/lifestyle enthusiasts",high,0.8,0.85
3712043225185138740,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City lifestyle and culture,lifestyle,vlog,1.0,local,inspirational,"Jersey City residents, young professionals in North Jersey, and NYC commuters",medium,0.7,0.85
3712873325417897558,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City local lifestyle,promotion,vlog,1.0,local,inspirational,Jersey City residents and young professionals in North Jersey,high,0.7,0.8
3715710811349384032,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City lifestyle and culture,lifestyle,vlog,1.0,local,inspirational,Jersey City residents and people living in the North Jersey/NYC area interested in local gems,high,0.8,0.85
3717145697679455971,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City lifestyle and culture,lifestyle,montage,1.0,local,inspirational,"Jersey City residents, young professionals in North Jersey, and local entrepreneurs",high,0.7,0.4
3717845335998922355,Lynn Hazan-Bush lynnhazan_,instagram,Insufficient data provided for analysis,lifestyle,other,1.0,local,casual,"Residents of Jersey City and Hudson County, NJ",medium,0.5,0.2
3718067950973769832,Lynn Hazan-Bush lynnhazan_,instagram,New Jersey lifestyle and culture,lifestyle,vlog,1.0,local,inspirational,Jersey City residents and people looking for things to do in New Jersey,high,0.8,0.9
3718660509643226047,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City lifestyle and culture,lifestyle,vlog,1.0,local,inspirational,Jersey City residents and young professionals in Northern NJ,high,0.7,0.5
3721653745634679692,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City lifestyle and culture,promotion,vlog,1.0,local,inspirational,Jersey City residents and young professionals in Northern New Jersey,high,0.8,0.4
3722180246582985744,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City lifestyle and culture,lifestyle,vlog,1.0,local,inspirational,Jersey City residents and young professionals in North Jersey,high,0.8,0.7
3723705658953869587,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City local lifestyle,lifestyle,vlog,1.0,local,inspirational,Residents of Jersey City and young professionals in Northern NJ,high,0.8,0.7
3725218077429661598,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City lifestyle and culture,lifestyle,vlog,1.0,local,inspirational,"Jersey City residents, Hudson County locals, and NYC commuters looking for local experiences",high,0.8,0.9
3726097784626904055,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City local lifestyle,promotion,vlog,1.0,local,casual,Jersey City residents and Hudson County locals interested in lifestyle and dining,high,0.7,0.6
3726571792912764039,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City lifestyle and culture,lifestyle,vlog,1.0,local,inspirational,"Jersey City residents, Hudson County locals, and North Jersey commuters",high,0.8,0.5
3730160893440211535,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City lifestyle and culture,lifestyle,montage,1.0,local,inspirational,"Jersey City residents, young professionals in North Jersey, and NYC commuters",high,0.7,0.2
3730969000168805067,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City Lifestyle and Culture,lifestyle,vlog,1.0,local,casual,Jersey City residents and individuals interested in Northern New Jersey lifestyle,high,0.8,0.5
3731772983670113892,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City lifestyle and culture,lifestyle,vlog,1.0,local,inspirational,Jersey City residents and young professionals in North Jersey,high,0.8,0.2
3732574370796561120,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City Lifestyle,lifestyle,vlog,1.0,local,casual,"Jersey City residents, Hudson County commuters, and NJ lifestyle enthusiasts",high,0.8,0.5
3733127663641830954,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City lifestyle and culture,lifestyle,vlog,1.0,local,inspirational,"Jersey City residents, young professionals in Northern NJ, and NYC commuters looking for local experiences",high,0.85,0.9
3733850935127857736,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City lifestyle and culture,lifestyle,vlog,1.0,local,inspirational,"Jersey City residents, Hudson County locals, and people looking to move to NJ",high,0.8,0.7
3736714841391246393,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City lifestyle and community,lifestyle,vlog,1.0,local,inspirational,"Jersey City residents, young professionals in Hudson County, and NYC commuters",high,0.85,0.7
3738128310715988178,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City lifestyle and culture,promotion,montage,1.0,local,inspirational,"Jersey City residents, young professionals in Hudson County, and NYC commuters",high,0.7,0.8
3738163714206893015,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City Lifestyle Culture,lifestyle,vlog,1.0,local,inspirational,Jersey City residents and Hudson County young professionals,high,0.8,0.3
3738242587565083369,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City lifestyle and culture,promotion,vlog,1.0,local,inspirational,"Jersey City residents, Hudson County locals, and NYC commuters",high,0.8,0.2
3739922557874130629,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City lifestyle and culture,lifestyle,montage,1.0,local,inspirational,Jersey City residents and Hudson County young professionals,high,0.7,0.6
3742428082234897329,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City local lifestyle,lifestyle,vlog,1.0,local,inspirational,"Jersey City residents, Hudson County young professionals, and North Jersey foodies",high,0.85,0.7
3743298072697729695,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City local lifestyle,lifestyle,vlog,1.0,local,inspirational,Young professionals and residents in Jersey City and surrounding Hudson County areas,high,0.8,0.4
3744706527924891870,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City local lifestyle,lifestyle,vlog,1.0,local,inspirational,"Jersey City residents, young professionals in Hudson County, and North Jersey foodies",high,0.8,0.6
3745471594341944957,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City lifestyle and culture,lifestyle,vlog,1.0,local,inspirational,Jersey City residents and people looking to visit or move to Hudson County,high,0.8,0.9
3747586316784534800,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City lifestyle and culture,lifestyle,vlog,1.0,local,casual,"Jersey City residents, Hudson County locals, and NYC commuters",high,0.8,0.6
3747685942401221318,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City lifestyle and culture,lifestyle,vlog,1.0,local,inspirational,"Jersey City residents, young professionals in North Jersey, and NYC commuters",high,0.8,0.85
3748275980898056562,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City lifestyle and culture,lifestyle,vlog,1.0,local,inspirational,"Jersey City residents, young professionals in Hudson County, and North Jersey foodies",high,0.8,0.7
3749205244778565972,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City lifestyle and culture,lifestyle,vlog,1.0,local,inspirational,"Jersey City residents, young professionals in Hudson County, and North Jersey foodies",high,0.8,0.7
3750531169013121449,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City lifestyle and culture,lifestyle,montage,1.0,local,inspirational,Jersey City residents and young professionals in the NYC metro area,high,0.7,0.85
3751438758458588504,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City local lifestyle,lifestyle,vlog,1.0,local,casual,Jersey City residents and young professionals in North Jersey,high,0.7,0.5
3752725606183110691,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City lifestyle culture,lifestyle,montage,1.0,local,inspirational,Jersey City residents and young professionals in Northern NJ,high,0.7,0.5
3753415525889305986,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City lifestyle and community,lifestyle,vlog,1.0,local,inspirational,"Jersey City residents, young professionals in North Jersey, and local foodies",high,0.8,0.6
3754790263114838286,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City lifestyle culture,lifestyle,vlog,1.0,local,inspirational,"Jersey City residents, young professionals in North Jersey, and NYC commuters",high,0.7,0.6
3754898922423619557,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City lifestyle and culture,lifestyle,vlog,1.0,local,inspirational,"Jersey City residents, young professionals in North Jersey, and NYC commuters",high,0.8,0.85
3755736852381746575,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City lifestyle and culture,lifestyle,other,1.0,local,inspirational,Jersey City residents and North Jersey locals interested in dining and events,high,0.8,0.3
3756230999039422856,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City lifestyle and culture,lifestyle,vlog,1.0,local,inspirational,"Jersey City residents, young professionals in Hudson County, and NJ/NYC foodies",high,0.8,0.7
3757855730952110288,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City lifestyle and culture,lifestyle,vlog,1.0,local,inspirational,Jersey City residents and young professionals in the North Jersey/NYC metro area,high,0.8,0.85
3758519701262439544,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City lifestyle and culture,lifestyle,vlog,1.0,local,inspirational,"Jersey City residents, Hudson County commuters, and NJ-based millennials",high,0.8,0.7
3759257992978919933,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City local lifestyle,lifestyle,vlog,1.0,local,inspirational,Jersey City residents and young professionals in Northern NJ,high,0.8,0.7
3762921793414634698,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City lifestyle and community,lifestyle,vlog,1.0,local,casual,Jersey City residents and people looking for things to do in Hudson County,high,0.8,0.7
3763541478610967287,Lynn Hazan-Bush lynnhazan_,instagram,General Jersey City Lifestyle,lifestyle,vlog,1.0,local,inspirational,Jersey City residents and people looking to move to Hudson County,high,0.8,0.7
3767175219367560631,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City lifestyle and culture,lifestyle,vlog,1.0,local,inspirational,Jersey City residents and visitors interested in local dining and events,high,0.8,0.7
3767932093922675080,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City Lifestyle Culture,lifestyle,vlog,1.0,local,inspirational,"Jersey City residents, Hudson County commuters, and NJ foodies",high,0.8,0.5
3769415082116542863,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City lifestyle culture,lifestyle,vlog,1.0,local,inspirational,"Jersey City residents, Hudson County commuters, and NJ foodies",high,0.8,0.6
3770118290401024603,Lynn Hazan-Bush lynnhazan_,instagram,Jersey City lifestyle and culture,lifestyle,vlog,1.0,local,inspirational,Jersey City residents and Hudson County locals interested in lifestyle and events,high,0.8,0.7
3364466972228637965,madewithsaz0n Elena Gergis,instagram,New Jersey food and dining,lifestyle,montage,1.0,local,casual,"NJ residents, tri-state area foodies, and people looking for local dining recommendations",high,0.7,0.5
3499339272704758389,madewithsaz0n Elena Gergis,instagram,New Jersey food and dining,lifestyle,vlog,1.0,local,inspirational,New Jersey residents and food enthusiasts,high,0.7,0.5
3571774585561358728,madewithsaz0n Elena Gergis,instagram,New Jersey Local Dining,lifestyle,vlog,1.0,local,casual,"NJ residents, foodies, and commuters looking for local recommendations",high,0.8,0.4
3733909666330974613,madewithsaz0n Elena Gergis,instagram,New Jersey food and lifestyle,lifestyle,vlog,1.0,local,inspirational,"NJ residents, foodies, and young professionals in the Tri-State area",high,0.8,0.7
3734098123489775222,madewithsaz0n Elena Gergis,instagram,New Jersey food and lifestyle,lifestyle,vlog,1.0,regional,casual,NJ residents and tri-state area foodies,high,0.7,0.5
3734762267494840973,madewithsaz0n Elena Gergis,instagram,New Jersey food and dining,promotion,vlog,1.0,local,enthusiastic,"NJ residents, foodies, and people looking for local travel recommendations",high,0.7,0.2
3736741895818099438,madewithsaz0n Elena Gergis,instagram,North Jersey Food Scene,lifestyle,vlog,1.0,local,casual,NJ residents and foodies in the tri-state area,high,0.7,0.5
3737712604874424524,madewithsaz0n Elena Gergis,instagram,New Jersey food and lifestyle,lifestyle,vlog,1.0,local,inspirational,New Jersey residents and tri-state area food enthusiasts,high,0.7,0.5
3738350377302445747,madewithsaz0n Elena Gergis,instagram,New Jersey food and dining,lifestyle,vlog,1.0,local,casual,New Jersey residents and foodies interested in local dining and hidden gems,high,0.8,0.7
3739167268707420774,madewithsaz0n Elena Gergis,instagram,New Jersey food and dining,lifestyle,montage,1.0,local,inspirational,NJ residents and food enthusiasts looking for local recommendations,high,0.7,0.8
3739877675373649919,madewithsaz0n Elena Gergis,instagram,New Jersey food and lifestyle,lifestyle,montage,1.0,local,casual,"NJ residents, foodies, and young professionals in the NYC/NJ metro area",high,0.7,0.3
3740660410430226320,madewithsaz0n Elena Gergis,instagram,New Jersey food and lifestyle,lifestyle,vlog,1.0,local,inspirational,"New Jersey residents, foodies, and young professionals in the NYC metro area",high,0.8,0.3
3742621471777712540,madewithsaz0n Elena Gergis,instagram,New Jersey food and lifestyle,lifestyle,vlog,1.0,local,informative,NJ residents and tri-state area foodies,high,0.7,0.2
3743528415703045026,madewithsaz0n Elena Gergis,instagram,New Jersey food and lifestyle,lifestyle,vlog,1.0,regional,inspirational,New Jersey residents and food enthusiasts in the tri-state area,high,0.8,0.5
3744204540284485419,madewithsaz0n Elena Gergis,instagram,New Jersey food scene,lifestyle,montage,1.0,local,inspirational,New Jersey residents and local food enthusiasts,high,0.7,0.6
3744974241491024004,madewithsaz0n Elena Gergis,instagram,New Jersey dining scene,lifestyle,montage,1.0,local,inspirational,New Jersey residents and tri-state area food enthusiasts,high,0.8,0.9
3745688703168632175,madewithsaz0n Elena Gergis,instagram,New Jersey lifestyle and dining,lifestyle,vlog,1.0,local,casual,North Jersey residents and tri-state area food enthusiasts,high,0.8,0.3
3746984252035478097,madewithsaz0n Elena Gergis,instagram,New Jersey dining and lifestyle,lifestyle,montage,1.0,local,informative,New Jersey residents and foodies interested in local exploration,high,0.7,0.5
3747869548713314259,madewithsaz0n Elena Gergis,instagram,New Jersey dining and lifestyle,lifestyle,vlog,1.0,local,casual,New Jersey residents and food enthusiasts seeking local recommendations,high,0.8,0.85
3748590139871265168,madewithsaz0n Elena Gergis,instagram,New Jersey food and lifestyle,lifestyle,montage,0.95,local,inspirational,"NJ residents, foodies, and the Latinx community in the Tri-State area",high,0.8,0.5
3749291070623561970,madewithsaz0n Elena Gergis,instagram,New Jersey food and dining,lifestyle,vlog,1.0,regional,casual,"NJ residents, foodies, and young professionals in the Tri-State area",high,0.7,0.85
3750035890941941672,madewithsaz0n Elena Gergis,instagram,New Jersey food and culture,lifestyle,vlog,1.0,local,casual,North Jersey residents and food enthusiasts interested in local dining,high,0.8,0.7
3750778804202549203,madewithsaz0n Elena Gergis,instagram,NJ food and lifestyle,promotion,vlog,1.0,local,informative,NJ residents and foodies looking for local recommendations,high,0.8,0.2
3751404936102912479,madewithsaz0n Elena Gergis,instagram,New Jersey food and lifestyle,lifestyle,montage,1.0,local,inspirational,"New Jersey residents, foodies, and young professionals in the Tri-State area",high,0.7,0.2
3752203941040859715,madewithsaz0n Elena Gergis,instagram,New Jersey food and lifestyle,lifestyle,montage,1.0,local,casual,NJ residents and food enthusiasts looking for local recommendations,high,0.7,0.3
3753667312835594117,madewithsaz0n Elena Gergis,instagram,New Jersey food and dining,lifestyle,vlog,1.0,regional,inspirational,NJ residents and tri-state area food enthusiasts,high,0.7,0.3
3754116053308698817,madewithsaz0n Elena Gergis,instagram,New Jersey food and lifestyle,lifestyle,vlog,1.0,local,casual,New Jersey residents and local food enthusiasts,high,0.7,0.5
3754335790143885713,madewithsaz0n Elena Gergis,instagram,NJ food and lifestyle,lifestyle,vlog,1.0,local,inspirational,NJ residents and food enthusiasts in the Tri-State area,high,0.7,0.6
3755101298816405027,madewithsaz0n Elena Gergis,instagram,New Jersey food and dining,lifestyle,vlog,1.0,local,inspirational,"North Jersey residents, foodies, and young professionals in the NYC metro area",high,0.85,0.7
3755585397750383247,madewithsaz0n Elena Gergis,instagram,New Jersey food and lifestyle,lifestyle,montage,1.0,local,casual,New Jersey residents and food enthusiasts in the tri-state area,high,0.7,0.2
3755839234847507964,madewithsaz0n Elena Gergis,instagram,New Jersey food and lifestyle,lifestyle,vlog,1.0,local,inspirational,NJ residents and foodies looking for local recommendations,high,0.8,0.9
3757243886579197138,madewithsaz0n Elena Gergis,instagram,NJ food and lifestyle,lifestyle,vlog,0.9,regional,casual,"NJ residents, foodies, and young professionals in the tri-state area",high,0.7,0.4
3758044296902552523,madewithsaz0n Elena Gergis,instagram,New Jersey food and lifestyle,lifestyle,montage,1.0,local,inspirational,NJ residents and foodies looking for local recommendations,high,0.8,0.7
3758713526970953371,madewithsaz0n Elena Gergis,instagram,New Jersey local dining,lifestyle,montage,1.0,local,casual,North Jersey residents and food enthusiasts (Foodies),high,0.7,0.4
3759487919548468490,madewithsaz0n Elena Gergis,instagram,New Jersey food and dining,lifestyle,montage,1.0,local,informative,NJ residents and foodies looking for local dining recommendations,high,0.7,0.5
3760215672623154366,madewithsaz0n Elena Gergis,instagram,NJ local food and dining,lifestyle,vlog,0.9,regional,informative,NJ residents and food enthusiasts in the NY/NJ metro area,high,0.7,0.5
3760889755006351349,madewithsaz0n Elena Gergis,instagram,New Jersey food and dining,lifestyle,vlog,1.0,regional,inspirational,NJ residents and food enthusiasts looking for local recommendations,high,0.7,0.8
3762469505885720416,madewithsaz0n Elena Gergis,instagram,New Jersey food and lifestyle,lifestyle,vlog,1.0,regional,inspirational,North Jersey residents and food-focused millennials,high,0.8,0.6
3763062221313121942,madewithsaz0n Elena Gergis,instagram,New Jersey food and lifestyle,promotion,montage,1.0,local,casual,New Jersey residents and food enthusiasts looking for local recommendations,high,0.7,0.3
3763863711376182072,madewithsaz0n Elena Gergis,instagram,New Jersey food scene,lifestyle,vlog,1.0,local,inspirational,New Jersey residents and food enthusiasts,high,0.8,0.4
3764506516096281908,madewithsaz0n Elena Gergis,instagram,New Jersey food and dining,lifestyle,vlog,1.0,regional,inspirational,New Jersey residents and food enthusiasts in the tri-state area,high,0.7,0.6
3765699950639187732,madewithsaz0n Elena Gergis,instagram,New Jersey food and lifestyle,lifestyle,montage,1.0,local,inspirational,"NJ residents, foodies, and young professionals in the NYC/NJ metro area",high,0.8,0.7
3765973737565805866,madewithsaz0n Elena Gergis,instagram,New Jersey food and lifestyle,lifestyle,vlog,1.0,local,inspirational,"North Jersey residents, foodies, and the Egyptian-American community",high,0.8,0.2
3767230489783342994,madewithsaz0n Elena Gergis,instagram,New Jersey food and lifestyle,promotion,montage,1.0,regional,inspirational,NJ residents and tri-state area foodies looking for weekend activities,high,0.75,0.9
3768054097309012305,madewithsaz0n Elena Gergis,instagram,New Jersey local dining,lifestyle,montage,1.0,local,informative,NJ residents and tri-state area food enthusiasts,high,0.7,0.4
3768189907152863976,madewithsaz0n Elena Gergis,instagram,New Jersey food and lifestyle,lifestyle,montage,1.0,local,casual,North Jersey residents and food enthusiasts in the Tri-State area,high,0.7,0.5
3768860570305901239,madewithsaz0n Elena Gergis,instagram,New Jersey food and dining,lifestyle,montage,1.0,regional,inspirational,New Jersey residents and food enthusiasts in the tri-state area,high,0.7,0.3
3768923397506967700,madewithsaz0n Elena Gergis,instagram,New Jersey food and dining,lifestyle,montage,1.0,local,inspirational,NJ residents and foodies in the Tri-state area,high,0.7,0.2
3769578625931253861,madewithsaz0n Elena Gergis,instagram,New Jersey food and lifestyle,lifestyle,vlog,1.0,local,casual,NJ residents and food enthusiasts in the tri-state area,high,0.8,0.7
3770379156707041559,madewithsaz0n Elena Gergis,instagram,New Jersey Dining and Lifestyle,lifestyle,montage,1.0,local,inspirational,New Jersey residents and food enthusiasts in the tri-state area,high,0.7,0.5
3552334016729490078,marmodernvibes,instagram,New Jersey lifestyle aesthetics,lifestyle,vlog,0.9,local,inspirational,NJ residents interested in home decor and local lifestyle,high,0.7,0.2
3559311234621879580,marmodernvibes,instagram,New Jersey lifestyle and aesthetics,lifestyle,montage,0.9,local,inspirational,"NJ residents, specifically millennial homeowners and families interested in lifestyle content",high,0.6,0.5
3560006901549259364,marmodernvibes,instagram,New Jersey lifestyle aesthetics,lifestyle,montage,1.0,local,inspirational,"NJ residents interested in lifestyle, home aesthetics, and trendy local spots",high,0.7,0.3
3562902556345122687,marmodernvibes,instagram,New Jersey lifestyle and travel,lifestyle,montage,1.0,regional,inspirational,"NJ residents, young professionals in the tri-state area, and suburban families looking for weekend activities",high,0.6,0.3
3563904000840434454,marmodernvibes,instagram,Home decor and lifestyle,lifestyle,montage,0.8,regional,inspirational,New Jersey residents interested in interior design and home organization,high,0.6,0.7
3565821247030378854,marmodernvibes,instagram,NJ home and lifestyle,lifestyle,montage,0.8,regional,inspirational,NJ residents interested in home decor and modern lifestyle,high,0.6,0.3
3568678315560863878,marmodernvibes,instagram,New Jersey Lifestyle Aesthetics,lifestyle,montage,0.9,regional,inspirational,"NJ residents, homeowners, and millennials interested in aesthetic living",high,0.7,0.2
3570876261435702013,marmodernvibes,instagram,Modern New Jersey lifestyle,lifestyle,montage,0.9,regional,inspirational,Young professionals and NJ residents interested in home design and trendy local destinations,high,0.7,0.5
3572470203357368217,marmodernvibes,instagram,New Jersey lifestyle aesthetics,lifestyle,montage,0.9,regional,inspirational,"NJ residents interested in lifestyle, home decor, and local dining",high,0.6,0.3
3574456862984586082,marmodernvibes,instagram,New Jersey lifestyle and aesthetics,lifestyle,montage,0.9,regional,inspirational,"NJ residents interested in home decor, lifestyle, and modern aesthetics",high,0.7,0.4
3575480189233188313,marmodernvibes,instagram,NJ lifestyle and home decor,lifestyle,montage,0.8,regional,inspirational,"NJ homeowners, millennial parents, and interior design enthusiasts",high,0.6,0.3
3579044571971535935,marmodernvibes,instagram,NJ lifestyle and aesthetics,lifestyle,montage,0.9,regional,inspirational,NJ residents interested in home design and modern lifestyle,high,0.7,0.3
